segment,start_d,end_d,duration_d,pH_sp
90,160.11723589507426,162.13755593758793,2.0203200425136743,7.0
91,162.13755593758793,164.14349983746183,2.0059438998738983,8.4
92,164.14349983746183,166.5835931836938,2.4400933462319756,7.0
93,166.5835931836938,168.58091931974351,1.9973261360497077,8.4
94,168.58091931974351,170.5465329600398,1.965613640296283,7.0
95,170.5465329600398,173.33934556098487,2.7928126009450693,8.4
96,173.33934556098487,174.91100780414695,1.5716622431620806,7.0
97,174.91100780414695,175.41225148091712,0.5012436767701729,8.4
98,175.41225148091712,177.8681952715439,2.455943790626776,7.0
99,177.8681952715439,180.4152611622676,2.547065890723701,8.4
100,180.4152611622676,181.6476737862746,1.2324126240069972,7.0
101,181.6476737862746,183.92783842782535,2.280164641550755,8.4
102,183.92783842782535,185.3927536127322,1.4649151849068573,7.0
103,185.3927536127322,187.31030496044818,1.9175513477159711,8.4
104,187.31030496044818,190.2032494684552,2.8929445080070195,7.0
105,190.2032494684552,190.93975145588897,0.736501987433769,8.4
106,190.93975145588897,193.0832776327623,2.143526176873337,7.0
107,193.0832776327623,195.20257791205148,2.1193002792891775,8.4
108,195.20257791205148,195.92873850067107,0.7261605886195923,7.0
109,195.92873850067107,197.75777714402543,1.8290386433543517,8.4
110,197.75777714402543,199.2363848633194,1.4786077192939615,7.0
111,199.2363848633194,200.21561646271812,0.9792315993987302,8.4
112,200.21561646271812,201.3027156356805,1.0870991729623825,7.0
113,201.3027156356805,204.1401917917599,2.83747615607939,8.4
114,204.1401917917599,205.9803348916395,1.8401430998796116,7.0
115,205.9803348916395,206.91445064228662,0.9341157506471234,8.4
116,206.91445064228662,209.74679189198898,2.8323412497023526,7.0
117,209.74679189198898,210.6099078342744,0.8631159422854182,8.4
118,210.6099078342744,211.40588479387833,0.7959769596039337,7.0
119,211.40588479387833,212.52690051218744,1.1210157183091098,8.4
120,212.52690051218744,213.11322999434424,0.586329482156799,7.0
121,213.11322999434424,215.29630105390862,2.1830710595643836,8.4
122,215.29630105390862,217.70515570717325,2.4088546532646262,7.0
123,217.70515570717325,220.45009862661607,2.7449429194428205,8.4
124,220.45009862661607,223.16751458887356,2.7174159622574905,7.0
125,223.16751458887356,224.31044379297882,1.1429292041052577,8.4
126,224.31044379297882,225.26208261558048,0.9516388226016659,7.0
127,225.26208261558048,227.99319215077875,2.7311095351982715,8.4
128,227.99319215077875,229.26297934786655,1.269787197087794,7.0
129,229.26297934786655,231.4312798699914,2.1683005221248663,8.4
130,231.4312798699914,231.95083789888156,0.5195580288901454,7.0
131,231.95083789888156,233.9924180284128,2.0415801295312406,8.4
132,233.9924180284128,234.9300752851932,0.9376572567803976,7.0
133,234.9300752851932,235.53510387634094,0.6050285911477431,8.4
134,235.53510387634094,238.15877295451057,2.623669078169627,7.0
135,238.15877295451057,239.32600178718772,1.1672288326771536,8.4
136,239.32600178718772,242.26709916441015,2.941097377222434,7.0
137,242.26709916441015,243.91495681613802,1.6478576517278611,8.4
138,243.91495681613802,245.35429140340298,1.439334587264966,7.0
139,245.35429140340298,246.7142545667758,1.3599631633728109,8.4
140,246.7142545667758,249.05406052846908,2.339805961693287,7.0
141,249.05406052846908,250.43661550495958,1.3825549764904963,8.4
142,250.43661550495958,252.02728348983138,1.5906679848718,7.0
143,252.02728348983138,254.64899021324945,2.6217067234180718,8.4
144,254.64899021324945,257.26898189761374,2.619991684364294,7.0
145,257.26898189761374,258.75027359259843,1.4812916949846908,8.4
146,258.75027359259843,261.0187146446787,2.268441052080277,7.0
147,261.0187146446787,262.03035461235504,1.0116399676763308,8.4
148,262.03035461235504,264.44789377351754,2.4175391611624946,7.0
149,264.44789377351754,265.1515138232773,0.7036200497597633,8.4
150,265.1515138232773,267.8835861144261,2.7320722911488247,7.0
151,267.8835861144261,268.77451694795093,0.8909308335248056,8.4
152,268.77451694795093,271.3969829113144,2.6224659633634815,7.0
153,271.3969829113144,273.0162493143512,1.6192664030368178,8.4
154,273.0162493143512,274.2156830489764,1.1994337346251882,7.0
155,274.2156830489764,274.76142765809055,0.5457446091141378,8.4
156,274.76142765809055,276.2877363341063,1.5263086760157307,7.0
157,276.2877363341063,277.7699562066725,1.4822198725661906,8.4
158,277.7699562066725,279.37709067772414,1.6071344710516655,7.0
159,279.37709067772414,280.0,0.6229093222758593,8.4
